departamento_codigo,departamento,municipio_indice,municipio_codigo,municipio,fecha_extraccion,fuente_url
16,ALTA VERAPAZ,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,1,14,CHAHAL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,2,13,CHISEC,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,3,01,COBAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,4,15,FRAY BARTOLOME DE LAS CASAS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,5,16,LA TINTA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,6,11,LANQUIN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,7,07,PANZOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,8,17,RAXRUHA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,9,03,SAN CRISTOBAL VERAPAZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,10,10,SAN JUAN CHAMELCO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,11,06,SAN MIGUEL TUCURU,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,12,09,SAN PEDRO CARCHA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,13,02,SANTA CRUZ VERAPAZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,14,12,SANTA MARIA CAHABON,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,15,08,SENAHU,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,16,04,TACTIC,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
16,ALTA VERAPAZ,17,05,TAMAHU,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,1,04,CUBULCO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,2,05,GRANADOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,3,08,PURULHA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,4,03,RABINAL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,5,01,SALAMA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,6,07,SAN JERONIMO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,7,02,SAN MIGUEL CHICAJ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
15,BAJA VERAPAZ,8,06,SANTA CRUZ EL CHOL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,1,11,ACATENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,2,01,CHIMALTENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,3,16,EL TEJAR,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,4,14,PARRAMOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,5,09,PATZICIA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,6,07,PATZUN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,7,13,SAN ANDRES ITZAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,8,02,SAN JOSE POAQUIL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,9,04,SAN JUAN COMALAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,10,03,SAN MARTIN JILOTEPEQUE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,11,08,SAN MIGUEL POCHUTA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,12,12,SAN PEDRO YEPOCAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,13,05,SANTA APOLONIA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,14,10,SANTA CRUZ BALANYA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,15,06,TECPAN GUATEMALA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
04,CHIMALTENANGO,16,15,ZARAGOZA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,1,05,CAMOTAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,2,01,CHIQUIMULA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,3,08,CONCEPCION LAS MINAS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,4,07,ESQUIPULAS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,5,11,IPALA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,6,04,JOCOTAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,7,06,OLOPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,8,09,QUEZALTEPEQUE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,9,10,SAN JACINTO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,10,02,SAN JOSE LA ARADA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
20,CHIQUIMULA,11,03,SAN JUAN ERMITA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,1,01,ZONA 1,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,2,10,ZONA 10,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,3,11,ZONA 11,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,4,12,ZONA 12,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,5,13,ZONA 13,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,6,14,ZONA 14,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,7,15,ZONA 15,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,8,16,ZONA 16,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,9,17,ZONA 17,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,10,18,ZONA 18,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,11,19,ZONA 19,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,12,02,ZONA 2,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,13,21,ZONA 21,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,14,24,ZONA 24,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,15,25,ZONA 25,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,16,03,ZONA 3,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,17,04,ZONA 4,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,18,05,ZONA 5,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,19,06,ZONA 6,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,20,07,ZONA 7,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,21,08,ZONA 8,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
00,CIUDAD CAPITAL,22,09,ZONA 9,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,1,05,EL JICARO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,2,01,GUASTATOYA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,3,02,MORAZAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,4,03,SAN AGUSTIN ACASAGUASTLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,5,08,SAN ANTONIO LA PAZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,6,04,SAN CRISTOBAL ACASAGUASTLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,7,07,SANARATE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
02,EL PROGRESO,8,06,SANSARE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,1,01,ESCUINTLA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,2,08,GUANAGAZAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,3,10,IZTAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,4,03,LA DEMOCRACIA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,5,07,LA GOMERA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,6,05,MASAGUA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,7,13,NUEVA CONCEPCION,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,8,11,PALIN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,9,09,SAN JOSE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,10,12,SAN VICENTE PACAYA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,11,02,SANTA LUCIA COTZUMALGUAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,12,14,SIPACATE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,13,04,SIQUINALA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
05,ESCUINTLA,14,06,TIQUISATE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,1,14,AMATITLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,2,06,CHINAUTLA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,3,12,CHUARRANCHO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,4,13,FRAIJANES,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,5,01,GUATEMALA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,6,08,MIXCO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,7,05,PALENCIA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,8,04,SAN JOSE DEL GOLFO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,9,03,SAN JOSE PINULA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,10,10,SAN JUAN SACATEPEQUEZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,11,17,SAN MIGUEL PETAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,12,07,SAN PEDRO AYAMPUC,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,13,09,SAN PEDRO SACATEPEQUEZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,14,11,SAN RAYMUNDO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,15,02,SANTA CATARINA PINULA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,16,16,VILLA CANALES,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
01,GUATEMALA,17,15,VILLA NUEVA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,1,27,AGUACATAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,2,02,CHIANTLA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,3,19,COLOTENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,4,22,CONCEPCION HUISTA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,5,04,CUILCO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,6,01,HUEHUETENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,7,07,JACALTENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,8,12,LA DEMOCRACIA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,9,11,LA LIBERTAD,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,10,03,MALACATANCITO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,11,05,NENTON,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,12,33,PETATAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,13,24,SAN ANTONIO HUISTA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,14,29,SAN GASPAR IXCHIL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,15,09,SAN ILDEFONSO IXTAHUACAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,16,16,SAN JUAN ATITAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,17,23,SAN JUAN IXCOY,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
13,HUEHUETENANGO,18,18,SAN MATEO IXTATAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
